Hospital CCN,  Payment adjustment factor ,Payment reduction percentage,Dual proportion,Peer group assignment,Neutrality modifier ,Number of eligible discharges for AMI,ERR for AMI,Peer group median ERR for AMI,Penalty indicator for AMI,DRG payment ratio for AMI,Number of eligible discharges for COPD,ERR for COPD,Peer group median ERR for COPD,Penalty indicator for COPD,DRG payment ratio for COPD,Number of eligible discharges for HF,ERR for HF,Peer group median ERR for HF,Penalty indicator for HF,DRG payment ratio for HF,Number of eligible discharges for pneumonia,ERR for pneumonia,Peer group median ERR for pneumonia,Penalty indicator for pneumonia,DRG payment ratio for pneumonia,Number of eligible discharges for CABG,ERR for CABG,Peer group median ERR for CABG,Penalty indicator for CABG,DRG payment ratio for CABG,Number of eligible discharges for THA/TKA,ERR for THA/TKA,Peer group median ERR for THA/TKA,Penalty indicator for THA/TKA,DRG payment ratio for THA/TKA,Year
10022,1.0,0.0,0.20473372781065088,3.0,0.9652401658898525,,,0.9957811669727048,N,,12.0,0.9863034763543107,0.9923632310191453,N,0.024840735122932025,11.0,1.003802958440058,0.9955174650225612,N,0.024193798723059014,27.0,0.9728226510610212,0.9911516018458711,N,0.05389608099051113,,,0.994297464519125,N,,,,0.9962921146537274,N,,2025
10023,0.9947,0.53,0.17212352819665358,2.0,0.9652401658898525,194.0,1.048540577990716,0.9956159088685782,Y,0.02644054949645558,70.0,0.9824979669422188,0.9942073336876457,N,0.005594428186341019,305.0,1.0379770396088328,0.9875387769508424,Y,0.023459307914883126,146.0,1.0022627937481627,0.9895450428374731,Y,0.013485478765063263,51.0,1.1301819231046455,0.9965677593556449,Y,0.014595743126724394,95.0,1.0708003205701908,0.9887557121503352,Y,0.009182954883831388,2025
10024,0.9983,0.16999999999999998,0.17778895595797004,2.0,0.9652401658898525,146.0,0.9784422538262196,0.9956159088685782,N,0.026563608551836468,79.0,0.9692742983881697,0.9942073336876457,N,0.006818390957263295,325.0,1.0035897008543677,0.9875387769508424,Y,0.03314830062402664,233.0,1.0421720665409746,0.9895450428374731,Y,0.0241308019529706,91.0,0.9256855377982786,0.9965677593556449,N,0.032628847903667366,9.0,1.0465619818985543,0.9887557121503352,N,0.0010780400606170797,2025
10029,0.995,0.5,0.12224607388995594,1.0,0.9652401658898525,66.0,1.0742376203606636,0.995675010508486,Y,0.02302661459668925,65.0,0.9653784431321433,0.9940255543582526,N,0.009445654097493358,179.0,1.0647936286613136,0.9946720669882169,Y,0.030705676569039785,124.0,0.9049974185465209,0.994412708722198,N,0.024339821570882592,48.0,1.0357962644800638,0.9982030598743986,Y,0.03172689565665803,284.0,0.9304239710087157,0.9912634885185792,N,0.06562675680943372,2025
10033,0.9959,0.41000000000000003,0.14518583296895496,1.0,0.9652401658898525,289.0,1.1000205613906613,0.995675010508486,Y,0.013290540440159902,154.0,0.9857379506934728,0.9940255543582526,N,0.0032497278123415174,675.0,0.9450562119002334,0.9946720669882169,N,0.013019585543745304,365.0,1.1073248607142347,0.994412708722198,Y,0.007062457214834392,353.0,1.0866212359455554,0.9982030598743986,Y,0.02192268234113236,35.0,1.1249642322203115,0.9912634885185792,Y,0.0009502186439215998,2025
10034,1.0,0.0,0.2173314993122421,3.0,0.9652401658898525,1.0,1.0143974440812018,0.9957811669727048,N,0.0038634488055583546,17.0,1.026781392528644,0.9923632310191453,N,0.03928815581260435,20.0,1.0036003093563277,0.9955174650225612,N,0.05923682473624052,18.0,0.9811066919539002,0.9911516018458711,N,0.04596918501248778,,,0.994297464519125,N,,,,0.9962921146537274,N,,2025
10035,0.9956,0.44,0.14171102368278948,1.0,0.9652401658898525,49.0,0.9979241683946241,0.995675010508486,Y,0.005418889882061514,120.0,1.0458426101600637,0.9940255543582526,Y,0.011616060788113065,367.0,1.0180281395043527,0.9946720669882169,Y,0.04272938650058486,417.0,1.0465141123963242,0.994412708722198,Y,0.054338274191702625,,,0.9982030598743986,N,,42.0,1.005723680501832,0.9912634885185792,Y,0.007630880546468224,2025
10036,0.9904,0.96,0.19046357615894038,2.0,0.9652401658898525,3.0,1.0148623952723312,0.9956159088685782,N,0.0013762186250201268,60.0,0.9660774488020669,0.9942073336876457,N,0.020412339803555907,159.0,1.0266560884883014,0.9875387769508424,Y,0.06256119615490978,144.0,1.0138203587983625,0.9895450428374731,Y,0.06661891292558768,,,0.9965677593556449,N,,44.0,1.2032900955250179,0.9887557121503352,Y,0.027382851967794122,2025
10039,0.9985,0.15,0.09904365291418674,1.0,0.9652401658898525,624.0,0.9251381198231559,0.995675010508486,N,0.025783145967242568,426.0,1.0003913137063791,0.9940255543582526,Y,0.007422426029828116,1270.0,0.97517456173883,0.9946720669882169,N,0.026952606580830502,1340.0,0.9728171594878287,0.994412708722198,N,0.033892322960258285,267.0,0.8656188411160318,0.9982030598743986,N,0.02359999888645539,168.0,1.295947998055495,0.9912634885185792,Y,0.005074700094407636,2025
10040,0.9977,0.22999999999999998,0.15219240584641558,2.0,0.9652401658898525,132.0,0.9817238508834271,0.9956159088685782,N,0.02548885092081175,97.0,0.9885897943368717,0.9942073336876457,N,0.009859231692087895,235.0,0.9818347056645357,0.9875387769508424,N,0.030163501443618686,235.0,0.971380574414326,0.9895450428374731,N,0.03374451421798253,56.0,1.0777196755190108,0.9965677593556449,Y,0.02558494002279516,60.0,1.0241640929367273,0.9887557121503352,Y,0.010095383144479761,2025
10044,1.0,0.0,0.1273031825795645,1.0,0.9652401658898525,1.0,0.9973651635848239,0.995675010508486,N,0.0016194846632005796,9.0,0.9773532712344244,0.9940255543582526,N,0.017951618849072672,35.0,0.9562383754893422,0.9946720669882169,N,0.0726235270189533,58.0,0.9491989111954167,0.994412708722198,N,0.1283600493218249,,,0.9982030598743986,N,,,,0.9912634885185792,N,,2025
10045,0.9984,0.16,0.2356902356902357,3.0,0.9652401658898525,,,0.9957811669727048,N,,31.0,1.048802506107538,0.9923632310191453,Y,0.029904447666044515,55.0,0.9854806071733229,0.9955174650225612,N,0.059148716201632805,66.0,0.98825773007905,0.9911516018458711,N,0.08292037409687686,,,0.994297464519125,N,,,,0.9962921146537274,N,,2025
10046,0.99,1.0,0.17015639688915477,2.0,0.9652401658898525,60.0,0.9658995350199854,0.9956159088685782,N,0.013131216760923874,103.0,1.0479906163655568,0.9942073336876457,Y,0.012576497770012414,284.0,1.092507432063317,0.9875387769508424,Y,0.03969920072953546,277.0,1.0904265742971921,0.9895450428374731,Y,0.05472550462090211,5.0,1.0579301744992538,0.9965677593556449,N,0.0032135577114656613,18.0,0.9920585093477718,0.9887557121503352,N,0.004066413015157785,2025
10049,0.9957,0.43,0.1397493497280681,1.0,0.9652401658898525,8.0,1.0136163171542285,0.995675010508486,N,0.003460934290271224,59.0,1.0438414307576698,0.9940255543582526,Y,0.016431565494462667,102.0,1.0284515818335003,0.9946720669882169,Y,0.03092912866300012,152.0,1.046542071252534,0.994412708722198,Y,0.04972656664748624,,,0.9982030598743986,N,,119.0,0.8899672775482317,0.9912634885185792,N,0.05724831330283388,2025
10051,1.0,0.0,0.3418803418803419,5.0,0.9652401658898525,,,1.0013867900348226,N,,1.0,0.9984022729991714,1.0059048095298173,N,0.004692528061607715,1.0,0.9981613229840594,1.0187776376079034,N,0.0042431733665759174,,,1.0110450972741591,N,,,,1.0032339785948556,N,,,,0.9924736252609301,N,,2025
10052,0.9968,0.32,0.21965317919075145,3.0,0.9652401658898525,,,0.9957811669727048,N,,11.0,1.002151430050096,0.9923632310191453,N,0.027833745628462626,7.0,0.9940282679155232,0.9955174650225612,N,0.014159167139165273,25.0,1.0434885148872566,0.9911516018458711,Y,0.06317762838761762,,,0.994297464519125,N,,,,0.9962921146537274,N,,2025
10055,0.9891,1.09,0.1390827805018748,1.0,0.9652401658898525,263.0,1.0867261236664691,0.995675010508486,Y,0.037144472318538645,126.0,0.9485903864673332,0.9940255543582526,N,0.00938189555988747,325.0,0.9640594379940682,0.9946720669882169,N,0.025424586636381898,305.0,1.0003575602508423,0.994412708722198,Y,0.029152450931289323,84.0,1.1754512293276116,0.9982030598743986,Y,0.025832417743597166,106.0,1.2632557171000665,0.9912634885185792,Y,0.01169311054141083,2025
10056,0.9949,0.51,0.09599139305068537,1.0,0.9652401658898525,150.0,1.0215403648955022,0.995675010508486,Y,0.01996964852787632,82.0,0.9772014394823417,0.9940255543582526,N,0.004682668358304877,439.0,0.948944393409858,0.9946720669882169,N,0.030135769222917552,405.0,1.0370060699257622,0.994412708722198,Y,0.030997245462690108,96.0,1.1312617484247165,0.9982030598743986,Y,0.02568022112147114,138.0,0.9212736659505427,0.9912634885185792,N,0.012400650849388697,2025
10058,1.0,0.0,0.3311827956989247,5.0,0.9652401658898525,1.0,0.9975689859108283,1.0013867900348226,N,0.00276480961021977,4.0,0.9910072195727272,1.0059048095298173,N,0.010145247189797162,10.0,1.0028501846022722,1.0187776376079034,N,0.029552940757103345,29.0,0.940169898998771,1.0110450972741591,N,0.11971391683960651,,,1.0032339785948556,N,,,,0.9924736252609301,N,,2025
10059,1.0,0.0,0.14942528735632185,2.0,0.9652401658898525,2.0,0.9925824296282221,0.9956159088685782,N,0.008590032206794655,13.0,1.0224076534035542,0.9942073336876457,N,0.038425466309745575,14.0,0.9771116469447296,0.9875387769508424,N,0.04217800585097871,39.0,0.9772402309963759,0.9895450428374731,N,0.13157400027654653,,,0.9965677593556449,N,,,,0.9887557121503352,N,,2025
10061,0.9999,0.01,0.18277945619335348,2.0,0.9652401658898525,12.0,0.9901119367804799,0.9956159088685782,N,0.004767965271406173,41.0,0.997954011605473,0.9942073336876457,Y,0.0160489476737484,68.0,0.9392766449151717,0.9875387769508424,N,0.03217193353058105,115.0,0.9657797585851892,0.9895450428374731,N,0.058330306425697594,,,0.9965677593556449,N,,22.0,1.0141158927890384,0.9887557121503352,N,0.01657136537789798,2025
10062,1.0,0.0,0.23382045929018788,3.0,0.9652401658898525,4.0,1.0058750209283494,0.9957811669727048,N,0.008020396474140698,13.0,0.966891081108847,0.9923632310191453,N,0.016444546809764548,18.0,0.9839284996371461,0.9955174650225612,N,0.028215822180392366,25.0,0.9722393784819426,0.9911516018458711,N,0.0433568681514425,,,0.994297464519125,N,,,,0.9962921146537274,N,,2025
10065,0.9995,0.05,0.14745098039215687,1.0,0.9652401658898525,26.0,1.011454626862716,0.995675010508486,Y,0.021553544317933562,38.0,1.003463879025624,0.9940255543582526,Y,0.019339902305423994,94.0,0.9604207961121817,0.9946720669882169,N,0.05257505594337973,87.0,0.9313867678063391,0.994412708722198,N,0.0568579436994552,,,0.9982030598743986,N,,36.0,0.8536887573147142,0.9912634885185792,N,0.03195650595541004,2025
10069,0.9987,0.13,0.22425474254742547,3.0,0.9652401658898525,2.0,0.9960715204920046,0.9957811669727048,N,0.002420823239903103,21.0,1.01754728946348,0.9923632310191453,N,0.021687408199118713,39.0,1.0252363496662051,0.9955174650225612,Y,0.04518143374176392,40.0,0.9432911861898052,0.9911516018458711,N,0.05575113521089802,,,0.994297464519125,N,,,,0.9962921146537274,N,,2025
10073,1.0,0.0,0.2936870997255261,4.0,0.9652401658898525,2.0,0.9945446009954804,0.9972451343036803,N,0.001412178171025353,20.0,0.9945867710247297,0.9968970254960402,N,0.018112094624906355,18.0,0.9727894366422841,1.003218314454938,N,0.016939199849187157,31.0,0.9695332139264513,1.0001746129360338,N,0.03156645504018996,,,1.0061312556211706,N,,,,0.9900941645738802,N,,2025
10078,0.9875,1.25,0.1568627450980392,2.0,0.9652401658898525,196.0,1.1408929110334838,0.9956159088685782,Y,0.026223151421898263,190.0,0.852799019502552,0.9942073336876457,N,0.01746822528470613,311.0,1.0349719587937438,0.9875387769508424,Y,0.03355934953683811,270.0,0.9644237400394704,0.9895450428374731,N,0.02999519022423038,,,0.9965677593556449,N,,177.0,1.2907798273486155,0.9887557121503352,Y,0.02498316782847565,2025
10079,0.9931,0.69,0.11995637949836423,1.0,0.9652401658898525,6.0,0.984444575244638,0.995675010508486,N,0.0008318795843432869,105.0,1.0134785250842058,0.9940255543582526,Y,0.022020243874183745,151.0,0.9989453722972361,0.9946720669882169,Y,0.033772794396265085,179.0,1.0463898607313247,0.994412708722198,Y,0.04829893062825753,,,0.9982030598743986,N,,170.0,1.0609700470614847,0.9912634885185792,Y,0.05857172332474116,2025
10083,0.9951,0.49,0.07612456747404844,1.0,0.9652401658898525,113.0,1.0180074308938192,0.995675010508486,Y,0.02579794744882872,116.0,0.9495006827440429,0.9940255543582526,N,0.013884584785231848,277.0,1.0013796369342327,0.9946720669882169,Y,0.04648273445967268,262.0,0.9840245081617217,0.994412708722198,N,0.044877134342696995,,,0.9982030598743986,N,,98.0,1.1909496714796148,0.9912634885185792,Y,0.02123483633780103,2025
10085,0.9976,0.24,0.13765427424850457,1.0,0.9652401658898525,37.0,0.963303646957712,0.995675010508486,N,0.003825434609759723,139.0,1.0402930314290963,0.9940255543582526,Y,0.013099625705982224,399.0,0.9652163779785712,0.9946720669882169,N,0.04123027184358351,440.0,0.9725568603850255,0.994412708722198,N,0.05715722573600954,,,0.9982030598743986,N,,71.0,1.1523270329244886,0.9912634885185792,Y,0.011744182868743947,2025
10086,0.9999,0.01,0.1920623671155209,2.0,0.9652401658898525,1.0,0.9981239293527367,0.9956159088685782,N,0.0005805587725996137,68.0,0.9167390929887891,0.9942073336876457,N,0.04548571760816246,36.0,0.9897789078442107,0.9875387769508424,Y,0.02635374056017399,87.0,0.9249543212194613,0.9895450428374731,N,0.06900474609591929,,,0.9965677593556449,N,,,,0.9887557121503352,N,,2025
10087,0.9999,0.01,0.20096063127197872,3.0,0.9652401658898525,25.0,0.9902953361485206,0.9957811669727048,N,0.008437514937775946,14.0,0.991546073603648,0.9923632310191453,N,0.002208160288316796,46.0,1.0023309444684996,0.9955174650225612,Y,0.008910459233281699,43.0,0.9675640164210222,0.9911516018458711,N,0.009086816047008502,7.0,1.0680263661507443,0.994297464519125,N,0.006524970850596016,2.0,0.9956486190682814,0.9962921146537274,N,0.000491190496139171,2025
10089,0.9986,0.13999999999999999,0.17654669489531874,2.0,0.9652401658898525,12.0,0.9981621935665774,0.9956159088685782,N,0.0031786412496508944,87.0,1.0075305652195405,0.9942073336876457,Y,0.021420921466821237,154.0,1.02490356969537,0.9875387769508424,Y,0.03176361261050838,155.0,0.9149119315486656,0.9895450428374731,N,0.03455048439043519,,,0.9965677593556449,N,,14.0,1.0842714078119662,0.9887557121503352,N,0.00428609285525001,2025
10090,0.9954,0.45999999999999996,0.0970690897002604,1.0,0.9652401658898525,154.0,1.0684950088998384,0.995675010508486,Y,0.024321996195896204,96.0,0.9523361309971546,0.9940255543582526,N,0.008287948230131419,341.0,0.9687456891673062,0.9946720669882169,N,0.0322996699105096,285.0,1.1009282837388477,0.994412708722198,Y,0.02784252130384896,100.0,0.9970285337610519,0.9982030598743986,N,0.033659449206970594,125.0,0.9584761940926451,0.9912634885185792,N,0.014578030728031887,2025
10091,1.0,0.0,0.2413793103448276,3.0,0.9652401658898525,,,0.9957811669727048,N,,2.0,0.9962511360452712,0.9923632310191453,N,0.007608657066111302,4.0,1.005932553381565,0.9955174650225612,N,0.018893092613051433,11.0,0.9940377756479407,0.9911516018458711,N,0.05821004540667535,,,0.994297464519125,N,,,,0.9962921146537274,N,,2025
10092,0.9925,0.75,0.2018170019467878,3.0,0.9652401658898525,173.0,1.0291283693618145,0.9957811669727048,Y,0.015471853598388069,312.0,1.1361380164286643,0.9923632310191453,Y,0.013441773700360607,681.0,0.9813233730720364,0.9955174650225612,N,0.03342788608782493,604.0,1.1388493693541086,0.9911516018458711,Y,0.03293838278807302,39.0,1.0060509778750617,0.994297464519125,Y,0.007533797563092085,30.0,1.1877429885517514,0.9962921146537274,Y,0.002048608067163571,2025
10095,1.0,0.0,0.24050632911392406,3.0,0.9652401658898525,1.0,0.9965202332158171,0.9957811669727048,N,0.002562239834586563,9.0,0.9799581556096226,0.9923632310191453,N,0.020132948467696164,11.0,0.9822859593809682,0.9955174650225612,N,0.03392584301911302,13.0,1.0065781009955306,0.9911516018458711,N,0.041628948940419484,,,0.994297464519125,N,,,,0.9962921146537274,N,,2025
10097,0.9984,0.16,0.18609406952965235,2.0,0.9652401658898525,1.0,0.9978841269145778,0.9956159088685782,N,0.0012276734174070107,11.0,0.9941837896986783,0.9942073336876457,N,0.01791329991459946,9.0,0.9989119629354974,0.9875387769508424,N,0.018958854891278545,38.0,1.0171951732177609,0.9895450428374731,Y,0.06163408372635143,,,0.9965677593556449,N,,,,0.9887557121503352,N,,2025
10099,0.9998,0.02,0.18058455114822547,2.0,0.9652401658898525,7.0,0.9983562081313712,0.9956159088685782,N,0.0061598041638606564,20.0,1.002002123674281,0.9942073336876457,N,0.017262200741281625,43.0,0.9929650505370695,0.9875387769508424,Y,0.03798862109937087,51.0,0.9715561645902699,0.9895450428374731,N,0.0522516767595045,,,0.9965677593556449,N,,,,0.9887557121503352,N,,2025
10100,0.9961,0.38999999999999996,0.06019007391763464,1.0,0.9652401658898525,140.0,0.9548290000740427,0.995675010508486,N,0.03063002955386322,79.0,1.0629725180331357,0.9940255543582526,Y,0.005721456032162422,334.0,1.0359021946431162,0.9946720669882169,Y,0.03330555083128949,342.0,1.0642977645282914,0.994412708722198,Y,0.03195194123432951,202.0,0.9431967509867802,0.9982030598743986,N,0.07008372353862226,177.0,0.8863463213551644,0.9912634885185792,N,0.022550091059035382,2025
10101,0.9905,0.95,0.22341184867951464,3.0,0.9652401658898525,3.0,0.9935988303065114,0.9957811669727048,N,0.0014056240001578276,23.0,0.9600665350939724,0.9923632310191453,N,0.015715499784022646,50.0,1.0714173116760661,0.9955174650225612,Y,0.038405493094882996,56.0,1.1243777755822244,0.9911516018458711,Y,0.05165559203681741,,,0.994297464519125,N,,,,0.9962921146537274,N,,2025
10102,1.0,0.0,0.33587786259541985,5.0,0.9652401658898525,,,1.0013867900348226,N,,1.0,0.9973901083576907,1.0059048095298173,N,0.01043408467661026,5.0,1.0038306180803742,1.0187776376079034,N,0.0742047209289476,6.0,1.0213786623159409,1.0110450972741591,N,0.08750905130673242,,,1.0032339785948556,N,,,,0.9924736252609301,N,,2025
10103,0.998,0.2,0.16885150812064964,2.0,0.9652401658898525,121.0,1.0054861243962026,0.9956159088685782,Y,0.031117592476765453,67.0,0.9693504185364651,0.9942073336876457,N,0.006913687395433847,218.0,0.9503714332452542,0.9875387769508424,N,0.02483799727389585,103.0,0.9766200344614545,0.9895450428374731,N,0.020322079968209422,61.0,1.060461167224901,0.9965677593556449,Y,0.026880479972526548,60.0,0.9928235998080741,0.9887557121503352,Y,0.009257809160883373,2025
10104,0.9946,0.54,0.07293119479311948,1.0,0.9652401658898525,207.0,1.0592905171546707,0.995675010508486,Y,0.015739981300629764,154.0,1.0040055948246192,0.9940255543582526,Y,0.007495281391254544,598.0,1.0208119798433193,0.9946720669882169,Y,0.02837323207217254,341.0,0.9621026613337891,0.994412708722198,N,0.016881607330698607,112.0,1.1820808141495334,0.9982030598743986,Y,0.01730267257215482,385.0,1.0159256734268671,0.9912634885185792,Y,0.022058388027728807,2025
10108,0.9975,0.25,0.1351522842639594,1.0,0.9652401658898525,12.0,0.9880666659745896,0.995675010508486,N,0.004038651342319037,88.0,0.9658263555737913,0.9940255543582526,N,0.029588966835900614,157.0,1.0381540886682896,0.9946720669882169,Y,0.059034780148448075,142.0,0.9250246076822616,0.994412708722198,N,0.05420091016650493,,,0.9982030598743986,N,,,,0.9912634885185792,N,,2025
10110,1.0,0.0,0.2962962962962963,4.0,0.9652401658898525,,,0.9972451343036803,N,,,,0.9968970254960402,N,,,,1.003218314454938,N,,1.0,0.9964677359254798,1.0001746129360338,N,0.015832967908264536,,,1.0061312556211706,N,,,,0.9900941645738802,N,,2025
10112,1.0,0.0,0.2934131736526946,4.0,0.9652401658898525,4.0,1.0128255130184172,0.9972451343036803,N,0.0019867934487771267,14.0,1.0757434193408217,0.9968970254960402,N,0.0070855203052067875,66.0,0.9819719893505191,1.003218314454938,N,0.042179710858269576,65.0,0.9343247256433037,1.0001746129360338,N,0.052514474421157434,,,1.0061312556211706,N,,1.0,0.996777082410078,0.9900941645738802,N,0.0009753296388584922,2025
10113,0.997,0.3,0.1499416403336465,2.0,0.9652401658898525,157.0,1.0815943014847142,0.9956159088685782,Y,0.014866337249029865,146.0,1.0694446772867965,0.9942073336876457,Y,0.006509996558981702,392.0,0.9834760640240409,0.9875387769508424,N,0.021448656624040326,393.0,0.9484863651722534,0.9895450428374731,N,0.023114129118021645,56.0,1.1177450774831177,0.9965677593556449,Y,0.011258361510066033,147.0,0.9279191237662647,0.9887557121503352,N,0.009789502945297589,2025
10114,0.9995,0.05,0.14544807965860598,1.0,0.9652401658898525,14.0,1.0246660951474849,0.995675010508486,N,0.002638457685950222,60.0,0.9696688473887725,0.9940255543582526,N,0.012244504508347631,98.0,0.9338088174219035,0.9946720669882169,N,0.024980245545513122,153.0,1.0068655484364613,0.994412708722198,Y,0.0411586105364035,,,0.9982030598743986,N,,6.0,0.9816975202896727,0.9912634885185792,N,0.0024733122652220905,2025
10118,0.9991,0.09,0.3426763110307414,5.0,0.9652401658898525,17.0,1.0204079548929086,1.0013867900348226,N,0.0074562163583658065,46.0,0.9632588360677766,1.0059048095298173,N,0.015948086551540827,80.0,0.9397647627906157,1.0187776376079034,N,0.026967554146973896,113.0,1.0288909105923363,1.0110450972741591,Y,0.05069989859299081,,,1.0032339785948556,N,,,,0.9924736252609301,N,,2025
10120,0.9986,0.13999999999999999,0.17311072056239016,2.0,0.9652401658898525,2.0,0.9940939333857357,0.9956159088685782,N,0.001993347886677998,13.0,0.9977935917851132,0.9942073336876457,N,0.01303152638894008,29.0,0.991332411030023,0.9875387769508424,Y,0.03749966758095512,42.0,1.0142420941829084,0.9895450428374731,Y,0.0508729440756861,,,0.9965677593556449,N,,,,0.9887557121503352,N,,2025
10125,0.9998,0.02,0.21590080233406272,3.0,0.9652401658898525,1.0,0.9964786165007864,0.9957811669727048,N,0.0020621035531161016,58.0,0.9395964579068838,0.9923632310191453,N,0.050694701266555106,38.0,0.9997904556142851,0.9955174650225612,Y,0.03704951367554854,280.0,0.9690648241310935,0.9911516018458711,N,0.2140927598744796,,,0.994297464519125,N,,,,0.9962921146537274,N,,2025
