Hospital CCN,  Payment adjustment factor ,Payment reduction percentage,Dual proportion,Peer group assignment,Neutrality modifier ,Number of eligible discharges for AMI,ERR for AMI,Peer group median ERR for AMI,Penalty indicator for AMI,DRG payment ratio for AMI,Number of eligible discharges for COPD,ERR for COPD,Peer group median ERR for COPD,Penalty indicator for COPD,DRG payment ratio for COPD,Number of eligible discharges for HF,ERR for HF,Peer group median ERR for HF,Penalty indicator for HF,DRG payment ratio for HF,Number of eligible discharges for pneumonia,ERR for pneumonia,Peer group median ERR for pneumonia,Penalty indicator for pneumonia,DRG payment ratio for pneumonia,Number of eligible discharges for CABG,ERR for CABG,Peer group median ERR for CABG,Penalty indicator for CABG,DRG payment ratio for CABG,Number of eligible discharges for THA/TKA,ERR for THA/TKA,Peer group median ERR for THA/TKA,Penalty indicator for THA/TKA,DRG payment ratio for THA/TKA,Year
250006,0.9999,0.01,0.2550317796610169,4.0,0.9652401658898525,,,0.9972451343036803,N,,47.0,0.9739458684130313,0.9968970254960402,N,0.011572035748382281,140.0,1.0068402338333042,1.003218314454938,Y,0.0399105416734261,175.0,0.9947095309945769,1.0001746129360338,N,0.06296606161157697,,,1.0061312556211706,N,,8.0,1.1374641461278783,0.9900941645738802,N,0.003427102743343028,2025
250007,0.9959,0.41000000000000003,0.23862343572241182,3.0,0.9652401658898525,7.0,1.019525209475813,0.9957811669727048,N,0.002561092272178225,41.0,0.9855576649847485,0.9923632310191453,N,0.014119683356257023,64.0,1.0786480645949117,0.9955174650225612,Y,0.02247469642346184,95.0,1.0451980739698012,0.9911516018458711,Y,0.044605564482416614,,,0.994297464519125,N,,19.0,1.0592536169200955,0.9962921146537274,N,0.011147680839634156,2025
250009,0.989,1.0999999999999999,0.22467771639042358,3.0,0.9652401658898525,166.0,0.9455922248011218,0.9957811669727048,N,0.0298325902432057,175.0,0.9560174195483637,0.9923632310191453,N,0.012498700549208501,411.0,0.9821713532871242,0.9955174650225612,N,0.035178569848032665,579.0,1.0530878500257042,0.9911516018458711,Y,0.055429847330368376,60.0,1.057541020617725,0.994297464519125,Y,0.021006691542459804,240.0,1.2246149928807286,0.9962921146537274,Y,0.029044896003152583,2025
250017,1.0,0.0,0.4166666666666667,5.0,0.9652401658898525,,,1.0013867900348226,N,,1.0,0.9964783092176048,1.0059048095298173,N,0.03685594240644733,2.0,0.9953439719967953,1.0187776376079034,N,0.07341703727364308,3.0,1.0058874197403331,1.0110450972741591,N,0.16840708616919334,,,1.0032339785948556,N,,,,0.9924736252609301,N,,2025
250018,1.0,0.0,0.5625,5.0,0.9652401658898525,,,1.0013867900348226,N,,,,1.0059048095298173,N,,1.0,0.9975208034095379,1.0187776376079034,N,0.06764908386513344,2.0,0.9956492973777463,1.0110450972741591,N,0.21218567273997802,,,1.0032339785948556,N,,,,0.9924736252609301,N,,2025
250019,0.9934,0.66,0.17375917511359665,2.0,0.9652401658898525,307.0,1.0170241520294527,0.9956159088685782,Y,0.028479341209535075,196.0,0.9051140508276412,0.9942073336876457,N,0.008925741377526272,767.0,1.1268850455264787,0.9875387769508424,Y,0.04325494275993345,686.0,0.9186830082598298,0.9895450428374731,N,0.04285475886878588,97.0,1.0068299398829368,0.9965677593556449,Y,0.020099666820129536,64.0,0.9134458243282694,0.9887557121503352,N,0.004894724440824867,2025
250020,0.998,0.2,0.2561174551386623,4.0,0.9652401658898525,,,0.9972451343036803,N,,31.0,0.9968970254960402,0.9968970254960402,N,0.02277058628233344,66.0,1.0375367903000055,1.003218314454938,Y,0.06151127679766618,149.0,0.9605165466405776,1.0001746129360338,N,0.1446185241808126,,,1.0061312556211706,N,,,,0.9900941645738802,N,,2025
250025,0.9995,0.05,0.23796033994334279,3.0,0.9652401658898525,1.0,0.9973406460322245,0.9957811669727048,N,0.00031498324607111505,75.0,0.9816457416820784,0.9923632310191453,N,0.0285089811275905,58.0,0.9976527448952166,0.9955174650225612,Y,0.023712882280452638,159.0,0.9979941527386936,0.9911516018458711,Y,0.07118875485050741,,,0.994297464519125,N,,,,0.9962921146537274,N,,2025
250027,0.9978,0.22,0.35131195335276966,5.0,0.9652401658898525,7.0,0.9836834793027873,1.0013867900348226,N,0.009975298982443823,9.0,0.9782089102661313,1.0059048095298173,N,0.014341202380099933,30.0,1.0650136081630543,1.0187776376079034,Y,0.04992859816631475,67.0,0.9406875983848756,1.0110450972741591,N,0.10480380359576491,,,1.0032339785948556,N,,,,0.9924736252609301,N,,2025
250031,0.9953,0.47000000000000003,0.2902909904868495,4.0,0.9652401658898525,162.0,1.03339785246957,0.9972451343036803,Y,0.047954990149775036,53.0,1.0431218825895865,0.9968970254960402,Y,0.008036558684246594,262.0,0.9650273072388741,1.003218314454938,N,0.04898815069723843,219.0,1.0362912326993705,1.0001746129360338,Y,0.050731730837266995,31.0,1.0448898552568886,1.0061312556211706,Y,0.023827563120669994,13.0,0.9652852400436184,0.9900941645738802,N,0.0032850722414372747,2025
250034,0.9922,0.7799999999999999,0.23045991455139483,3.0,0.9652401658898525,307.0,0.977249834899417,0.9957811669727048,N,0.029529522288015437,175.0,1.0507779447776964,0.9923632310191453,Y,0.00844696820989835,758.0,1.112099251066398,0.9955174650225612,Y,0.03676547588490558,792.0,1.0367083700693642,0.9911516018458711,Y,0.05350502664861386,74.0,1.0547478460443216,0.994297464519125,Y,0.014540887879672252,19.0,1.0432727203375818,0.9962921146537274,N,0.0015240113682996033,2025
250036,1.0,0.0,0.25600961538461536,4.0,0.9652401658898525,,,0.9972451343036803,N,,15.0,0.9629624988084429,0.9968970254960402,N,0.020716149186422502,37.0,1.0013772811881034,1.003218314454938,N,0.044687521947492745,66.0,0.9383033545803613,1.0001746129360338,N,0.07796777208752846,,,1.0061312556211706,N,,,,0.9900941645738802,N,,2025
250038,0.9965,0.35000000000000003,0.27735849056603773,4.0,0.9652401658898525,2.0,0.9956801749068841,0.9972451343036803,N,0.001607186238514144,30.0,0.9947055784427927,0.9968970254960402,N,0.027186143245250184,40.0,1.0396610679045688,1.003218314454938,Y,0.027239387971455323,64.0,1.0413686123272372,1.0001746129360338,Y,0.06281363975338058,,,1.0061312556211706,N,,,,0.9900941645738802,N,,2025
250040,0.9878,1.22,0.1572493161022545,2.0,0.9652401658898525,198.0,1.0887315909252697,0.9956159088685782,Y,0.020596514677483378,163.0,1.0438388615375875,0.9942073336876457,Y,0.008898334488057933,568.0,1.0709360322481754,0.9875387769508424,Y,0.03464182254706017,327.0,1.0067550204353128,0.9895450428374731,Y,0.021601785497316228,85.0,1.0559337976690117,0.9965677593556449,Y,0.019450070582411563,366.0,1.1916803869613977,0.9887557121503352,Y,0.028948773756084067,2025
250042,1.0,0.0,0.5320456540825286,5.0,0.9652401658898525,2.0,0.9930387622220886,1.0013867900348226,N,0.0020382589745141957,7.0,0.9992482841609479,1.0059048095298173,N,0.0062409952176281855,41.0,0.9658878682201166,1.0187776376079034,N,0.042987166293359164,54.0,0.9897284394809683,1.0110450972741591,N,0.061402778618560444,,,1.0032339785948556,N,,,,0.9924736252609301,N,,2025
250043,0.999,0.1,0.25173439048562934,4.0,0.9652401658898525,5.0,0.9876108066037623,0.9972451343036803,N,0.005912185472018394,27.0,1.04746998982746,0.9968970254960402,Y,0.021414343735357926,46.0,0.9836464946625175,1.003218314454938,N,0.0392670057415166,115.0,0.9820632660339483,1.0001746129360338,N,0.10738498171019728,,,1.0061312556211706,N,,,,0.9900941645738802,N,,2025
250044,1.0,0.0,0.25018896447467875,4.0,0.9652401658898525,2.0,0.9941318798263835,0.9972451343036803,N,0.001462282691995443,54.0,0.9665083217770464,0.9968970254960402,N,0.03335592874351202,73.0,0.9499031088890332,1.003218314454938,N,0.053971811517007674,104.0,0.9179687590871765,1.0001746129360338,N,0.09392621803771238,,,1.0061312556211706,N,,,,0.9900941645738802,N,,2025
250048,0.994,0.6,0.22220456928600935,3.0,0.9652401658898525,381.0,1.0038903645128678,0.9957811669727048,Y,0.023314910812328733,188.0,1.064942623869669,0.9923632310191453,Y,0.005625156692879766,714.0,0.9967580101684362,0.9955174650225612,Y,0.023896143138192993,969.0,1.1039556561238475,0.9911516018458711,Y,0.038835919427289575,145.0,1.0477269543013727,0.994297464519125,Y,0.019327159405787758,104.0,1.0366340564641539,0.9962921146537274,Y,0.0048872763739433835,2025
250049,1.0,0.0,0.35436893203883496,5.0,0.9652401658898525,,,1.0013867900348226,N,,9.0,0.9771111489976745,1.0059048095298173,N,0.041174209539792825,17.0,0.9762555863361136,1.0187776376079034,N,0.08418235184945742,17.0,0.9970826517453467,1.0110450972741591,N,0.06653789555994762,,,1.0032339785948556,N,,,,0.9924736252609301,N,,2025
250050,0.9998,0.02,0.29431438127090304,4.0,0.9652401658898525,2.0,1.0117731313212923,0.9972451343036803,N,0.0010730486259556294,20.0,1.0473471151402305,0.9968970254960402,N,0.009525451955946677,40.0,1.0127747393971072,1.003218314454938,Y,0.016346654175738044,134.0,0.9606995841810582,1.0001746129360338,N,0.06816635920674835,,,1.0061312556211706,N,,9.0,0.9634587964010805,0.9900941645738802,N,0.0064994079644363194,2025
250057,0.9994,0.06,0.30609555189456344,4.0,0.9652401658898525,,,0.9972451343036803,N,,35.0,1.0618203072800323,0.9968970254960402,Y,0.009287817766045979,80.0,0.936987712253459,1.003218314454938,N,0.023800006199731504,131.0,0.9821942305405199,1.0001746129360338,N,0.04590848719397768,,,1.0061312556211706,N,,5.0,1.047509384484267,0.9900941645738802,N,0.002330574452814082,2025
250058,0.9874,1.26,0.27865453288791614,4.0,0.9652401658898525,51.0,1.097339933984337,0.9972451343036803,Y,0.00670235420619721,119.0,1.077529002327311,0.9968970254960402,Y,0.014646007088146527,225.0,1.1273633765679667,1.003218314454938,Y,0.031076008049588294,354.0,1.1285269205725883,1.0001746129360338,Y,0.05715128120403452,,,1.0061312556211706,N,,69.0,0.9204930482236174,0.9900941645738802,N,0.016202459743770246,2025
250061,0.9976,0.24,0.29329173166926675,4.0,0.9652401658898525,1.0,1.0166049629153233,0.9972451343036803,N,0.0032563092644132185,46.0,0.9524750629070026,0.9968970254960402,N,0.0783511889701634,30.0,1.0272885582323015,1.003218314454938,Y,0.06015920909032548,26.0,1.0241713094870377,1.0001746129360338,Y,0.04149707902677024,,,1.0061312556211706,N,,,,0.9900941645738802,N,,2025
250067,0.9951,0.49,0.26398026315789475,4.0,0.9652401658898525,1.0,0.9983243277030777,0.9972451343036803,N,0.0004662501400771205,11.0,0.9705760424733703,0.9968970254960402,N,0.008499052986811624,40.0,1.0003570736533491,1.003218314454938,N,0.031236432420979666,83.0,1.065147749419472,1.0001746129360338,Y,0.07818011805056738,,,1.0061312556211706,N,,,,0.9900941645738802,N,,2025
250069,0.9983,0.16999999999999998,0.27406436580748506,4.0,0.9652401658898525,105.0,1.0540975447310683,0.9972451343036803,Y,0.026244753085749056,73.0,1.0080341132114985,0.9968970254960402,Y,0.013076298354029613,143.0,1.009476953335234,1.003218314454938,Y,0.02383380298270285,146.0,0.9601335784344124,1.0001746129360338,N,0.025411209865330884,,,1.0061312556211706,N,,122.0,0.7799017160251174,0.9900941645738802,N,0.02845337507662076,2025
250072,0.9995,0.05,0.38001885014137604,5.0,0.9652401658898525,106.0,0.948256026546057,1.0013867900348226,N,0.05502065862885291,22.0,0.9946535073440184,1.0059048095298173,N,0.0058943320970635225,68.0,0.9899232229946859,1.0187776376079034,N,0.01909702623688094,73.0,1.0321964976439084,1.0110450972741591,Y,0.025768619030864446,18.0,0.9722701677098113,1.0032339785948556,N,0.021416087877606817,6.0,0.9821258956997317,0.9924736252609301,N,0.0015995837168351604,2025
250077,0.9964,0.36,0.316447779862414,4.0,0.9652401658898525,1.0,0.997286035939467,0.9972451343036803,N,0.0006106892175556792,26.0,0.9866640174141504,0.9968970254960402,N,0.016945138719270208,65.0,0.9960435360529555,1.003218314454938,N,0.0475481286427742,90.0,1.0559161865523419,1.0001746129360338,Y,0.06749602921890148,,,1.0061312556211706,N,,,,0.9900941645738802,N,,2025
250078,0.9917,0.83,0.24629676123524982,4.0,0.9652401658898525,304.0,1.0988010458959148,0.9972451343036803,Y,0.01999926751933138,249.0,0.995787915702005,0.9968970254960402,N,0.007514589717093762,737.0,1.0381719869375157,1.003218314454938,Y,0.0264884711695105,694.0,1.12363371657156,1.0001746129360338,Y,0.028420540954000127,226.0,1.0864457599638568,1.0061312556211706,Y,0.026419462317144565,395.0,0.9125162126145596,0.9900941645738802,N,0.018309006699400932,2025
250082,0.991,0.8999999999999999,0.3936890797951429,5.0,0.9652401658898525,118.0,1.1112841969301943,1.0013867900348226,Y,0.02925784476925651,58.0,1.0900476606154699,1.0059048095298173,Y,0.011827023890909566,144.0,1.0720417249693721,1.0187776376079034,Y,0.026053169395220538,189.0,1.1059578483142363,1.0110450972741591,Y,0.039243508505137775,,,1.0032339785948556,N,,25.0,0.9130290640207457,0.9924736252609301,N,0.006775014706630742,2025
250084,0.9983,0.16999999999999998,0.345356176735798,5.0,0.9652401658898525,8.0,1.0600416552701506,1.0013867900348226,N,0.0023256663449834226,39.0,1.0028128043102642,1.0059048095298173,N,0.009751399390549835,130.0,1.0478344805359128,1.0187776376079034,Y,0.03631546047996874,149.0,1.0253135920410033,1.0110450972741591,Y,0.05289462308781183,,,1.0032339785948556,N,,6.0,0.981325852418113,0.9924736252609301,N,0.0025596359415967405,2025
250085,1.0,0.0,0.36329588014981273,5.0,0.9652401658898525,,,1.0013867900348226,N,,19.0,1.0167090264302292,1.0059048095298173,N,0.01992868675177606,63.0,0.9765283278087669,1.0187776376079034,N,0.07917030777674786,75.0,0.9815010747893121,1.0110450972741591,N,0.11309928157973234,,,1.0032339785948556,N,,,,0.9924736252609301,N,,2025
250093,0.9964,0.36,0.4038231780167264,5.0,0.9652401658898525,14.0,1.0372602308989842,1.0013867900348226,N,0.005150418252529282,74.0,1.03534289981504,1.0059048095298173,Y,0.02301364275841753,109.0,1.020562943034468,1.0187776376079034,Y,0.03638929439605502,225.0,1.046627019767118,1.0110450972741591,Y,0.08411787560895424,,,1.0032339785948556,N,,,,0.9924736252609301,N,,2025
250094,0.9982,0.18,0.2347560975609756,3.0,0.9652401658898525,80.0,0.9816844623217253,0.9957811669727048,N,0.02038802954766643,116.0,0.9509306312780111,0.9923632310191453,N,0.012121139544590317,191.0,1.03301210758899,0.9955174650225612,Y,0.02713322820156061,180.0,1.0231885339593503,0.9911516018458711,Y,0.024883381653865323,49.0,0.9937752642312819,0.994297464519125,N,0.024194844218779536,59.0,0.8697207353830687,0.9962921146537274,N,0.010391180507062465,2025
250095,1.0,0.0,0.33109919571045576,5.0,0.9652401658898525,8.0,0.991097595335844,1.0013867900348226,N,0.010778402609609395,19.0,0.9811962990300174,1.0059048095298173,N,0.017873743727332723,31.0,0.9676340112929613,1.0187776376079034,N,0.04139387801801374,64.0,0.947044121214593,1.0110450972741591,N,0.06901341429818157,,,1.0032339785948556,N,,,,0.9924736252609301,N,,2025
250096,0.9952,0.48,0.2936784469885515,4.0,0.9652401658898525,3.0,1.0128201629975702,0.9972451343036803,N,0.0012159194957277475,33.0,1.0381967168671578,0.9968970254960402,Y,0.01326056248608827,39.0,1.042077876623796,1.003218314454938,Y,0.017207885633167577,74.0,1.0798603419011712,1.0001746129360338,Y,0.04735332278350927,,,1.0061312556211706,N,,5.0,1.0647647179176702,0.9900941645738802,N,0.003952316906402639,2025
250097,0.99,1.0,0.3203918722786647,5.0,0.9652401658898525,96.0,1.1959227891106083,1.0013867900348226,Y,0.02816562660230612,85.0,0.9904251543789041,1.0059048095298173,N,0.016819507114759893,157.0,1.039968002306943,1.0187776376079034,Y,0.03017124139346859,286.0,1.0737362246383715,1.0110450972741591,Y,0.06763523019629178,19.0,1.1800726846769276,1.0032339785948556,N,0.012558821557811033,12.0,1.0919396759811744,0.9924736252609301,N,0.0036196289369850596,2025
250099,0.9969,0.31,0.412199124726477,5.0,0.9652401658898525,32.0,1.0408733376991985,1.0013867900348226,Y,0.009125571839449795,31.0,1.0161212150031762,1.0059048095298173,Y,0.009641119435516272,93.0,0.9626700166721874,1.0187776376079034,N,0.026577975056348763,86.0,0.9743084858683612,1.0110450972741591,N,0.02844591823516297,,,1.0032339785948556,N,,77.0,1.0734264815340957,0.9924736252609301,Y,0.03351679043251577,2025
250100,0.997,0.3,0.2494123368728216,4.0,0.9652401658898525,192.0,0.8792614830951914,0.9972451343036803,N,0.02717879990750848,133.0,1.0217152410067658,0.9968970254960402,Y,0.010431228566986967,385.0,0.9160457090666094,1.003218314454938,N,0.028215639133218333,427.0,1.0551729249249124,1.0001746129360338,Y,0.04124183882588801,57.0,0.9369378028442379,1.0061312556211706,N,0.016871699627115738,30.0,1.1464347380129134,0.9900941645738802,Y,0.00351341815947695,2025
250102,0.9946,0.54,0.21335824983084706,3.0,0.9652401658898525,234.0,1.046895223610863,0.9957811669727048,Y,0.012755483875411195,208.0,0.9005983118420346,0.9923632310191453,N,0.006883980224175268,845.0,0.9182308960552494,0.9955174650225612,N,0.0310028709525736,837.0,1.1138255083879547,0.9911516018458711,Y,0.039940762508617014,105.0,0.9995543569575163,0.994297464519125,Y,0.01253174778730389,258.0,0.749377018686265,0.9962921146537274,N,0.01229817709672696,2025
250104,0.9957,0.43,0.2413244785333458,3.0,0.9652401658898525,167.0,0.9907522925683127,0.9957811669727048,N,0.025621100318291717,174.0,0.9786239490241149,0.9923632310191453,N,0.012991550816339013,361.0,0.9231401095989947,0.9955174650225612,N,0.03158417287932421,460.0,1.068485245618351,0.9911516018458711,Y,0.045789402355865906,91.0,1.0262573492667286,0.994297464519125,Y,0.028671029670314412,136.0,0.803310514175154,0.9962921146537274,N,0.016262437985787324,2025
250117,0.9822,1.78,0.21776814734561215,3.0,0.9652401658898525,,,0.9957811669727048,N,,44.0,0.9695261109772892,0.9923632310191453,N,0.02510296196939101,71.0,1.0992796638591948,0.9955174650225612,Y,0.04353655316850971,139.0,1.120849558696466,0.9911516018458711,Y,0.10745455958781654,,,0.994297464519125,N,,,,0.9962921146537274,N,,2025
250123,0.9968,0.32,0.18928054080154516,2.0,0.9652401658898525,32.0,0.9986737021230413,0.9956159088685782,Y,0.020696828732369263,38.0,1.0005644837710381,0.9942073336876457,Y,0.011967856806350242,104.0,1.0290029305374753,0.9875387769508424,Y,0.035306051507448234,109.0,1.0299313492275828,0.9895450428374731,Y,0.0429248474313874,,,0.9965677593556449,N,,19.0,1.0832145298240357,0.9887557121503352,N,0.009243586998863367,2025
250124,0.9973,0.27,0.3136094674556213,4.0,0.9652401658898525,,,0.9972451343036803,N,,32.0,1.0138780057049395,0.9968970254960402,Y,0.03343450657989204,36.0,1.0156111353319563,1.003218314454938,Y,0.03862929891396379,81.0,1.0169754512944849,1.0001746129360338,Y,0.10304163419385058,,,1.0061312556211706,N,,,,0.9900941645738802,N,,2025
250127,1.0,0.0,0.36470588235294116,5.0,0.9652401658898525,,,1.0013867900348226,N,,,,1.0059048095298173,N,,2.0,0.994368419264747,1.0187776376079034,N,0.03252350486613834,7.0,0.9864582363491649,1.0110450972741591,N,0.07234855449358193,,,1.0032339785948556,N,,,,0.9924736252609301,N,,2025
250134,1.0,0.0,0.9087591240875912,5.0,0.9652401658898525,,,1.0013867900348226,N,,,,1.0059048095298173,N,,1.0,0.9973441619394676,1.0187776376079034,N,0.0028277065169140326,25.0,0.9759529291552324,1.0110450972741591,N,0.08926662201117039,,,1.0032339785948556,N,,,,0.9924736252609301,N,,2025
250138,0.9933,0.67,0.16184112843355605,2.0,0.9652401658898525,80.0,1.1941650087008369,0.9956159088685782,Y,0.028189188442823074,25.0,0.9709401754546055,0.9942073336876457,N,0.00633729581017876,75.0,1.0065892574361441,0.9875387769508424,Y,0.017459132531963226,133.0,1.0182237364439437,0.9895450428374731,Y,0.03352716142396142,4.0,1.0220448107436506,0.9965677593556449,N,0.0038742015094610388,88.0,0.9676398292277077,0.9887557121503352,N,0.02848997956921636,2025
250141,0.9877,1.23,0.21661708457288567,3.0,0.9652401658898525,175.0,1.124725430422659,0.9957811669727048,Y,0.017496852259707454,192.0,1.0420995438352492,0.9923632310191453,Y,0.00928465517127809,723.0,1.0683926605957805,0.9955174650225612,Y,0.03593183191014314,646.0,1.141626992147819,0.9911516018458711,Y,0.03779712470402788,117.0,1.0645320739842106,0.994297464519125,Y,0.02489851108896496,,,0.9962921146537274,N,,2025
250162,0.9988,0.12,0.17387304507819687,2.0,0.9652401658898525,,,0.9956159088685782,N,,18.0,1.0124786929495269,0.9942073336876457,N,0.03253370981105775,34.0,1.0117972152575319,0.9875387769508424,Y,0.05236082645257316,35.0,0.969449224388126,0.9895450428374731,N,0.050006979062343,,,0.9965677593556449,N,,1.0,0.9970045085779065,0.9887557121503352,N,0.002029802711071989,2025
250167,0.9956,0.44,0.172339593114241,2.0,0.9652401658898525,56.0,0.976642935898274,0.9956159088685782,N,0.018157914108974587,54.0,0.9610419384519169,0.9942073336876457,N,0.010973083201625364,203.0,0.933547603485834,0.9875387769508424,N,0.04331252802355074,241.0,1.0560439986116383,0.9895450428374731,Y,0.06839458303497314,,,0.9965677593556449,N,,,,0.9887557121503352,N,,2025
250168,0.9993,0.06999999999999999,0.3386027536970933,5.0,0.9652401658898525,3.0,1.011278691601168,1.0013867900348226,N,0.0013048134247574544,34.0,1.072489253305268,1.0059048095298173,Y,0.011511866585491191,93.0,1.0098455830034658,1.0187776376079034,N,0.03651376762212526,131.0,0.9977427684743247,1.0110450972741591,N,0.05613967025127103,,,1.0032339785948556,N,,27.0,0.9178576128094187,0.9924736252609301,N,0.01710121700248418,2025
250172,0.9962,0.38,0.2170212765957447,3.0,0.9652401658898525,1.0,0.9958825936894395,0.9957811669727048,N,0.007017354741216968,5.0,1.0034858116302248,0.9923632310191453,N,0.02087853653053726,6.0,0.9838355432582798,0.9955174650225612,N,0.022981245205804503,30.0,1.0186848573834764,0.9911516018458711,Y,0.14245046080147447,,,0.994297464519125,N,,,,0.9962921146537274,N,,2025
260001,0.9937,0.63,0.3008063573682365,4.0,0.9652401658898525,164.0,1.0656487305513647,0.9972451343036803,Y,0.022538855080082746,130.0,0.979275886340845,0.9968970254960402,N,0.010110234743906467,366.0,1.0521835511587851,1.003218314454938,Y,0.02849467834270732,468.0,1.0431468095675662,1.0001746129360338,Y,0.04181651100532046,68.0,1.0977023657699878,1.0061312556211706,Y,0.019422579404501233,13.0,0.9335744565067647,0.9900941645738802,N,0.0015238522151288965,2025
260005,0.9926,0.74,0.20396409872849663,3.0,0.9652401658898525,88.0,0.9972783171716173,0.9957811669727048,Y,0.020296158881933115,90.0,1.1386659474171912,0.9923632310191453,Y,0.011036453830785952,280.0,1.0457312599425324,0.9955174650225612,Y,0.04232618720257889,201.0,1.1064752938351812,0.9911516018458711,Y,0.03354340404192325,9.0,0.9745716270864948,0.994297464519125,N,0.005010321462976305,14.0,0.9531694503140904,0.9962921146537274,N,0.002606419715634641,2025
260006,0.9984,0.16,0.2441636118078333,4.0,0.9652401658898525,333.0,1.0194631389876445,0.9972451343036803,Y,0.029762022661081147,320.0,0.8847470948149655,0.9968970254960402,N,0.01301527295922579,632.0,0.9279760373883328,1.003218314454938,N,0.030886029441911086,1098.0,0.9270097725001966,1.0001746129360338,N,0.0596073350055828,203.0,1.0352702349750147,1.0061312556211706,Y,0.033556701736890245,32.0,0.9639631650545384,0.9900941645738802,N,0.0021151842407367417,2025
260009,0.9988,0.12,0.268370607028754,4.0,0.9652401658898525,10.0,0.9877223200222899,0.9972451343036803,N,0.002502574334383468,174.0,1.0348604322029258,0.9968970254960402,Y,0.033070702774160875,216.0,1.002613464717773,1.003218314454938,N,0.049346738742929185,180.0,0.9359052220880028,1.0001746129360338,N,0.04705626202057325,,,1.0061312556211706,N,,13.0,0.9422947934927537,0.9900941645738802,N,0.005446939640465324,2025
260011,0.9958,0.42,0.21758973726409275,3.0,0.9652401658898525,64.0,1.0356848594947194,0.9957811669727048,Y,0.016774385541482084,131.0,1.0225756333931566,0.9923632310191453,Y,0.0179132360336484,158.0,1.1067105758706837,0.9955174650225612,Y,0.02599299263866379,270.0,0.9968754994311299,0.9911516018458711,Y,0.047273456694396886,8.0,1.0053809950623083,0.994297464519125,N,0.005237553808847821,45.0,0.8620746150907539,0.9962921146537274,N,0.01082649824392685,2025
260017,0.9957,0.43,0.3255379885814668,5.0,0.9652401658898525,76.0,0.9711243398083843,1.0013867900348226,N,0.015712080401926693,147.0,1.0714330421479594,1.0059048095298173,Y,0.016547993511336154,318.0,1.016973907482371,1.0187776376079034,N,0.04518126166774143,301.0,1.0932047438259904,1.0110450972741591,Y,0.04094813077684954,,,1.0032339785948556,N,,123.0,0.9920122605175051,0.9924736252609301,N,0.023903793877792224,2025
260020,0.992,0.8,0.1703307718008687,2.0,0.9652401658898525,195.0,1.0975540103984949,0.9956159088685782,Y,0.014182132150130136,149.0,0.9997067126464865,0.9942073336876457,Y,0.005363870078934636,910.0,0.9825793357485284,0.9875387769508424,N,0.032262568474341176,609.0,1.0949890369014288,0.9895450428374731,Y,0.02525194195572634,191.0,1.18447561306862,0.9965677593556449,Y,0.02181667725957848,202.0,0.968088378081122,0.9887557121503352,N,0.00873964691705651,2025
260022,0.9987,0.13,0.3114627556927827,4.0,0.9652401658898525,26.0,1.0515777776258008,0.9972451343036803,Y,0.013768715842270837,34.0,1.0438128220925516,0.9968970254960402,Y,0.011792965682021619,91.0,0.9924689992299027,1.003218314454938,N,0.040156893417427696,107.0,0.9626825756130845,1.0001746129360338,N,0.04951740260793976,,,1.0061312556211706,N,,24.0,1.1001172292126904,0.9900941645738802,N,0.01508302743485537,2025
260023,0.9948,0.52,0.2900733108777492,4.0,0.9652401658898525,139.0,1.0645480327091177,0.9972451343036803,Y,0.0226786358707125,138.0,0.9814851863400978,0.9968970254960402,N,0.014538101289353827,336.0,1.0753962795138077,1.003218314454938,Y,0.04000797425629029,317.0,0.9026564776878031,1.0001746129360338,N,0.04322595252241082,,,1.0061312556211706,N,,69.0,1.0770769267550717,0.9900941645738802,Y,0.011773524601779791,2025
260024,0.9984,0.16,0.319337670017741,5.0,0.9652401658898525,4.0,0.9892860797264073,1.0013867900348226,N,0.002183210239762284,46.0,1.0224896211025187,1.0059048095298173,Y,0.030992902927280186,47.0,1.0491644916163858,1.0187776376079034,Y,0.03630403465016699,117.0,0.9663897752820119,1.0110450972741591,N,0.08462372608908694,,,1.0032339785948556,N,,,,0.9924736252609301,N,,2025
260025,0.9855,1.4500000000000002,0.3047227381268241,4.0,0.9652401658898525,73.0,0.9095861971081952,0.9972451343036803,N,0.015029161506463573,229.0,1.1305008588971748,0.9968970254960402,Y,0.029560797557547713,276.0,1.1772869870766172,1.003218314454938,Y,0.03890886361593525,388.0,1.05819525251723,1.0001746129360338,Y,0.06342581651384983,,,1.0061312556211706,N,,40.0,1.0519836409001557,0.9900941645738802,Y,0.00928260700116019,2025
260027,0.9976,0.24,0.29714147286821707,4.0,0.9652401658898525,106.0,1.1174305050042028,0.9972451343036803,Y,0.012491310034969769,57.0,1.0126801661215072,0.9968970254960402,Y,0.004053899706667941,177.0,1.0094724426676183,1.003218314454938,Y,0.013359840249113963,166.0,1.0476091636545795,1.0001746129360338,Y,0.014658502196030944,40.0,1.0279653477659771,1.0061312556211706,Y,0.008756762887932194,20.0,1.5317271587073527,0.9900941645738802,N,0.001758691490348089,2025
